"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Paraguay,,,,,,,,,,,,0.000459246,0.000455293,0.000476875,0.000475319,0.000445937,0.000457075,0.000449867,0.000468158,0.000473651,0.000502475,0.000496071,0.000492273,0.000502407,0.000489056,0.000549898,0.000730506,0.000936785,0.000963266,0.001042004,0.001078565,0.00111981,0.001012276,0.001053809,0.001148534,0.001256588,0.001302515,0.001398129,0.001339658,0.00128809,0.001279663,0.001128921,0.001130884,0.001166867,0.001145803,0.001141573,0.001186611,0.001190827,0.00120898,0.001172355,
Peru,,,,,,,,,,,,0.00054236,0.000539637,0.000549247,0.000563059,0.00053152,0.000537143,0.000577425,0.000748664,0.000842288,0.000837069,0.000822156,0.000823387,0.000730813,0.000768765,0.000753469,0.00070022,0.000634034,0.000555825,0.000507772,0.000488631,0.000444321,0.000425523,0.000438188,0.000431846,0.000420549,0.000410703,0.000395012,0.000390224,0.00037394,0.000361951,0.000358907,0.00034954,0.000353168,0.000352699,0.00039604,0.000418046,0.000442932,0.000444377,0.000526444,
Philippines,,,,,,,,,,,,0.000206281,0.000205071,0.000208893,0.000210146,0.000210277,0.000211627,0.0002103,0.000211389,0.000246544,0.000259567,0.00026644,0.000282932,0.000300496,0.000304276,0.000304495,0.000295687,0.00027961,0.000281892,0.000282109,0.000279593,0.000266388,0.00026056,0.000248609,0.000243428,0.000228478,0.000223372,0.000222104,0.000232998,0.000246569,0.000252879,0.000232644,0.000249471,0.000250289,0.000248873,0.000250203,0.000245635,0.000249799,0.000254834,0.000255982,
Poland,0.002232238,0.002269218,0.002300843,0.002353179,0.00246337,0.002483439,0.002539342,0.002567357,0.002682059,0.002838689,0.002943909,0.003025608,0.003133875,0.003218289,0.003291014,0.003405864,0.003488764,0.003549565,0.003774211,0.003838602,0.003559618,0.003011712,0.003433048,0.003463133,0.003460279,0.003463219,0.003504343,0.003515913,0.003499187,0.003219606,0.002729456,0.002616218,0.002553533,0.002540674,0.002539554,0.002588088,0.002577233,0.002605289,0.00228313,0.002189043,0.002077801,0.002098024,0.002097722,0.002090556,0.002064805,0.002060773,0.002033868,0.001898732,0.001867108,0.001765365,0.001771087
Portugal,0.000142533,0.000147636,0.000143248,0.000148054,0.000150951,0.000153628,0.000164223,0.000166985,0.000162501,0.000176749,0.000162099,0.000158551,0.000159532,0.000156764,0.00015877,0.000144192,0.000124402,0.000173184,0.000180969,0.000186616,0.000151331,0.000126527,0.000146385,0.000160537,0.000174965,0.000195029,0.00018557,0.000196009,0.00022309,0.000251215,0.000341881,0.000341297,0.000294779,0.000326759,0.000345923,0.000327728,0.000373015,0.000367023,0.000364049,0.000327352,0.000372095,0.000394661,0.000349468,0.000414325,0.000370759,0.000342774,0.000412622,0.000438254,0.000421913,0.000458394,0.000558639
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,0.186337755,0.193654174,0.209693765,0.173616681,0.145212743,0.152115707,0.129267381,0.132611619,0.135362196,0.119455455,0.09857009,0.076450044,0.063976913,0.076325164,0.056544363,0.055618721,0.048853908,0.050085914,0.055322986,0.056078246,0.055432805,0.059813912,0.058365453,0.057163661,0.057292707,0.057549611,0.075928187,0.083719978,0.093376933,0.100241793,0.10368503,0.108524866,0.110053229,0.122855997,0.113434474,0.104275993,0.095498067,0.095367656,0.087588034,
Romania,,,,,,,,,,,,0.002090879,0.002147287,0.002216401,0.002257871,0.002351695,0.002429395,0.002496974,0.002472082,0.002353067,0.002368612,0.00244942,0.002457826,0.002482454,0.002461119,0.002390167,0.002364556,0.002287593,0.002316958,0.002147577,0.001759563,0.001552489,0.001493699,0.001454948,0.001389997,0.001424874,0.001454242,0.001399906,0.001287755,0.001249498,0.001274462,0.001250963,0.001322629,0.001334514,0.00129836,0.0012763,0.001286193,0.001279602,0.001340226,0.001313839,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008722812,0.008191601,0.007647857,0.007099728,0.006659749,0.006506865,0.006500199,0.006301048,0.006360444,0.006532159,0.006663939,0.006897987,0.007189993,0.007726738,0.008123779,0.008364924,0.008549922,0.008647427,0.008758699,0.008259161,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,0.040496957,0.048816354,0.058669377,0.062415236,0.049636387,0.057238636,0.057965335,0.050314028,0.05396441,0.054444821,0.050867336,0.032475338,0.023984035,0.021074725,0.015183293,0.020619037,0.017176706,0.019774786,0.019200682,0.0229377,0.027938638,0.02789575,0.026746043,0.025628353,0.025269397,0.025107165,0.024574863,0.025004872,0.022749575,0.023910613,0.022735879,0.020520992,0.023069546,0.02381631,0.024148586,0.023227107,0.021739743,0.022139651,0.019708869,
Senegal,,,,,,,,,,,,0.000194995,0.000190314,0.000185864,0.000181803,0.000178184,0.000174927,0.000172011,0.000169271,0.000166506,0.000163585,0.000160482,0.000157258,0.000153978,0.000150703,0.000147478,0.000144292,0.000141348,0.000139679,0.000136426,0.000133052,0.000129938,0.000126831,0.000125284,0.000123526,0.000126814,0.000126408,0.00012442,0.000124455,0.000123109,0.00012542,0.00012414,0.000125603,0.000122245,0.000118684,0.000116372,0.000110241,0.000106507,0.00010438,0.00010375,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001400536,0.001252878,0.001203428,0.001138565,0.001040913,0.001194978,0.001180182,0.001216686,0.00124472,0.001033819,0.001128213,0.001100464,0.001127212,0.001146603,0.001167083,0.001043939,0.001074082,0.001075085,0.001096557,0.000958285,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83488E-06,3.9379E-06,5.78828E-06,6.04654E-06,8.3624E-06,6.89615E-06,6.45192E-06,1.08036E-05,7.79759E-06,5.39598E-06,6.77547E-06,5.84251E-06,
Slovak Republic,,,,,,,,,,,,0.00059171,0.000579081,0.000556399,0.000554323,0.000549726,0.000531784,0.000519893,0.00054022,0.000588931,0.000698566,0.000710407,0.000741522,0.000754103,0.000791299,0.000910491,0.000996815,0.001006499,0.001014955,0.001033627,0.001002667,0.000912472,0.000843397,0.000934893,0.001022889,0.000939345,0.000925215,0.000917918,0.000925146,0.001020642,0.001170481,0.00123629,0.001261251,0.001218311,0.001192306,0.001220436,0.00122081,0.001100222,0.001179876,0.001088827,0.001123322
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001592666,0.001603961,0.001516662,0.001419397,0.001476897,0.001509644,0.001458949,0.001517449,0.001539027,0.001446804,0.001560231,0.001589037,0.001676045,0.001637353,0.001731677,0.001751981,0.001715302,0.001721733,0.001819527,0.001749545,0.001746377
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,0.001634757,0.0015986,0.001655197,0.001708364,0.001759431,0.001860426,0.002001522,0.002119578,0.002344058,0.002516391,0.002713223,0.00284836,0.002901686,0.003198443,0.003320674,0.003339051,0.003258875,0.003320425,0.003186006,0.00311287,0.003102351,0.002977108,0.003104908,0.003164172,0.00325531,0.003200718,0.003343873,0.003331891,0.003285355,0.003253428,0.003193447,0.00312544,0.003289491,0.003336957,0.00330362,0.003257731,0.00325131,0.003284121,0.003228788,
Spain,0.000323618,0.000323745,0.000299772,0.000318247,0.000297768,0.000306756,0.000323484,0.000298405,0.000303752,0.000310142,0.000286607,0.000305861,0.000335237,0.000324707,0.000371871,0.000373708,0.000349232,0.000395957,0.000394408,0.000420894,0.000420682,0.000468907,0.000517251,0.000574817,0.000653988,0.000688003,0.000733891,0.000721315,0.000780916,0.000890034,0.000889264,0.000880878,0.000862374,0.000839585,0.000820215,0.000799295,0.00082738,0.000800244,0.00081378,0.000767501,0.000786226,0.000821636,0.000768779,0.000784625,0.000762666,0.000694369,0.000711214,0.000678274,0.000674164,0.000651219,0.000735745
Sri Lanka,,,,,,,,,,,,0.000219318,0.000215245,0.000213945,0.000213348,0.00022591,0.000224852,0.00021333,0.000215056,0.000215248,0.000212753,0.000215441,0.000220006,0.000216854,0.000233063,0.00023288,0.000238164,0.000238946,0.000242706,0.000244283,0.000241747,0.000239388,0.000243934,0.00023762,0.000220956,0.000220622,0.000229217,0.000235848,0.000233314,0.000244366,0.000253279,0.00024116,0.000237482,0.000240334,0.000242987,0.000247964,0.00025694,0.000250412,0.000247725,0.000246108,
Sudan,,,,,,,,,,,,0.000373206,0.000370131,0.000366929,0.00036379,0.000360786,0.00035975,0.000358266,0.000356886,0.000355384,0.000353195,0.00035086,0.000348317,0.000352351,0.000343247,0.000341201,0.00033949,0.000337713,0.000335866,0.000333714,0.000331194,0.000327784,0.000324004,0.000319924,0.0003505,0.000345035,0.000348636,0.000347063,0.000348727,0.000432471,0.000590099,0.000636074,0.000681741,0.000693157,0.000720519,0.000702357,0.000740125,0.00086513,0.000823217,0.0008286,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,0.000732964,0.000788426,0.000806046,0.000787425,0.000845427,0.000874792,0.000844945,0.000881268,0.00086606,0.000807568,0.000807189,0.000913541,0.000972318,0.001135955,0.001102669,0.001427985,0.001510391,0.001598015,0.001799161,0.001770277,0.001940734,0.002315136,0.002294571,0.002506599,0.002914662,0.003216932,0.00346977,0.003495234,0.00352937,0.003407488,0.003468293,0.003647277,0.003396398,0.003354835,0.003556074,0.003607021,0.003613926,0.003664702,0.003839549,0.003754938,0.00344474,0.003819116,0.003575585,0.003460918,0.003824173,0.003840203,0.003611355,0.003665794,0.003597877,0.003259013,0.00346994
Switzerland,0.00039864,0.000407406,0.000400784,0.000413296,0.000398168,0.000433432,0.000461208,0.000484578,0.000470256,0.000453487,0.000544634,0.000466885,0.000530389,0.000678197,0.000698541,0.000802526,0.00070807,0.000848248,0.000841455,0.000990501,0.001115222,0.001209511,0.001218107,0.001222613,0.001262063,0.00145812,0.001470291,0.001502876,0.001500491,0.001414214,0.001536147,0.00154312,0.001550398,0.00157545,0.001632932,0.001597393,0.001531322,0.001591286,0.001605772,0.00168926,0.001677268,0.00174307,0.001674993,0.001677479,0.001639281,0.00148054,0.001638928,0.001683528,0.001690749,0.001675031,0.00165792
Syria,,,,,,,,,,,,0.000806685,0.000864188,0.000789577,0.000888134,0.001282352,0.001309595,0.001158797,0.001221637,0.001042103,0.001066794,0.001063463,0.000978877,0.0009818,0.000963013,0.000917306,0.000907971,0.001152348,0.00131088,0.001592378,0.001810967,0.002094687,0.002123326,0.002138375,0.002253015,0.002334163,0.00218901,0.002192216,0.0022158,0.002176968,0.002043463,0.002060343,0.002187118,0.002060164,0.001577103,0.001410632,0.001312104,0.001236046,0.001206158,0.001175839,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000381975,0.0003384,0.000299936,0.00030342,0.000270114,0.000230098,0.000229845,0.000209298,0.000210526,0.000226477,0.000204844,0.000206716,0.00021654,0.000231411,0.000233403,0.000239573,0.000232844,0.000238306,0.000222377,0.000221376,
Tanzania,,,,,,,,,,,,0.000489322,0.000474616,0.000461181,0.000449307,0.000439567,0.000427256,0.000416253,0.000406481,0.000397719,0.000390454,0.000386276,0.000382136,0.000378538,0.000375004,0.000372016,0.000368487,0.000365343,0.000362201,0.000359154,0.000355726,0.000351832,0.00034701,0.000343639,0.000339148,0.000336,0.00033347,0.000329634,0.000346704,0.000364126,0.000372838,0.000382486,0.000389016,0.000392438,0.000398375,0.000406478,0.000409789,0.000412718,0.000413325,0.000414607,
Thailand,,,,,,,,,,,,0.000207682,0.000203737,0.000202964,0.000212386,0.000238538,0.000244094,0.000247694,0.000237311,0.000252039,0.000235506,0.000249557,0.000273575,0.000222283,0.000255959,0.000316278,0.000328268,0.000356848,0.000387657,0.000432313,0.000465691,0.00051322,0.000530002,0.000515,0.000536081,0.000556481,0.000616534,0.00065683,0.000643434,0.000665383,0.000697216,0.000676204,0.000709481,0.000752475,0.000774304,0.000824024,0.000845075,0.000884509,0.000943237,0.000898103,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,0.000283634,0.000282446,0.000282041,0.000279793,0.000280593,0.000281187,0.000284499,0.000286005,0.000282068,0.000281472,0.000280675,0.000279946,0.000276909,0.000276307,0.000276247,0.000276169,0.000281589,0.000281484,0.000282708,0.000287609,0.000297246,0.000304676,0.000315566,0.000321709,0.00033216,0.000337957,0.000340508,0.000345193,0.000370152,0.000368141,0.00036622,0.000366535,0.000367228,0.00036723,0.000369923,0.000368703,0.000371241,0.000370131,0.000371261,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,0.008334708,0.008878886,0.01005146,0.010874206,0.012081795,0.011980807,0.012885141,0.013056773,0.012210012,0.012187597,0.011136448,0.010896767,0.010045145,0.010701361,0.010928845,0.010583578,0.01005734,0.010348023,0.010212279,0.010376108,0.009989595,0.010014344,0.009305795,0.009793152,0.00965118,0.010167645,0.01008177,0.010826456,0.012496712,0.015473165,0.015913637,0.01839927,0.023727349,0.02520678,0.027698168,0.032394595,0.032558826,0.032103501,0.032929093,
Tunisia,,,,,,,,,,,,0.000890125,0.00085258,0.000836212,0.000883825,0.000953063,0.000773478,0.000860615,0.000956649,0.001037334,0.001033354,0.000977214,0.000919094,0.000956664,0.000927464,0.000893702,0.000848425,0.000795971,0.000770309,0.000759004,0.000697222,0.000759541,0.00077431,0.000660868,0.000620753,0.000596467,0.000652568,0.000693472,0.000731858,0.000719018,0.000701558,0.000695101,0.000696013,0.000663648,0.000693381,0.000674064,0.000661993,0.000779978,0.000736968,0.000753631,
Turkey,0.000332777,0.000328236,0.00032824,0.000335985,0.00034066,0.000352147,0.000375771,0.000395653,0.000398337,0.000404349,0.000394478,0.000380983,0.000408017,0.000409791,0.000410187,0.000410811,0.000410666,0.000410121,0.000417341,0.00040378,0.000388556,0.000400211,0.000410494,0.00040783,0.000418761,0.000442511,0.000466569,0.000487356,0.000474302,0.000481881,0.000476901,0.000465452,0.000470485,0.000459503,0.000454159,0.000449881,0.000453373,0.000459977,0.000470839,0.000438495,0.00040638,0.000378267,0.000368469,0.000355584,0.000358599,0.000351187,0.000381503,0.000389659,0.000408589,0.000421456,0.000416301
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020410186,0.019648247,0.012576628,0.01438351,0.00802117,0.007840415,0.007698855,0.004566456,0.004121351,0.005917732,0.010211871,0.011070477,0.011491378,0.012597276,0.012312396,0.012876839,0.01249298,0.013545889,0.013909086,0.008214281,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002629321,0.002295756,0.002162889,0.001946808,0.001701502,0.001596395,0.00145067,0.001484624,0.001495713,0.001530281,0.001563373,0.001575165,0.001597783,0.001667772,0.001696452,0.001725543,0.001781592,0.001763104,0.001767466,0.001682459,
United Arab Emirates,,,,,,,,,,,,0.19368625,0.185198561,0.198712344,0.183552592,0.158244195,0.155387929,0.139756917,0.114212535,0.102847419,0.088773398,0.075537701,0.061353248,0.054429208,0.05027454,0.047002011,0.051251692,0.052816057,0.05194379,0.059136875,0.060928967,0.066649042,0.066512273,0.061878001,0.059814784,0.058347066,0.057422449,0.056361146,0.054775304,0.049273414,0.051558898,0.048365783,0.045772613,0.048024762,0.04677689,0.042844983,0.039705337,0.034315449,0.030131014,0.024326897,
United Kingdom,0.002185024,0.002143687,0.00221561,0.002189795,0.002158503,0.002110765,0.001988658,0.001987196,0.001933014,0.001837192,0.001821117,0.001967194,0.001805758,0.001934959,0.001828462,0.002040756,0.002249698,0.002748455,0.002973876,0.003427931,0.003513985,0.003682628,0.00393395,0.004139001,0.003636856,0.004214198,0.004369544,0.004269,0.004111042,0.003663781,0.003635413,0.003743066,0.003736866,0.003873145,0.004229375,0.00444041,0.004624345,0.004600233,0.004648823,0.004799345,0.004628083,0.004439211,0.004354568,0.004137353,0.003768081,0.003410596,0.003087439,0.002899248,0.002722568,0.002577556,0.002412391
United States,0.005178338,0.005144896,0.005284724,0.005458926,0.00558627,0.005701325,0.005964858,0.006359995,0.006519984,0.006607449,0.006926423,0.006796207,0.006867856,0.006767996,0.006579271,0.006424416,0.006413245,0.006472251,0.006505084,0.006703837,0.006758455,0.006670345,0.006529031,0.006207564,0.006651448,0.006508597,0.006397782,0.006469148,0.006516303,0.006443511,0.006522896,0.006419401,0.00637921,0.006124628,0.006291468,0.006230055,0.006229808,0.006144975,0.006117519,0.005979836,0.005901967,0.005913718,0.005739886,0.005610483,0.005595887,0.00549505,0.005522531,0.00552114,0.005579863,0.005480905,0.005608882
Uruguay,,,,,,,,,,,,0.000184435,0.000174625,0.000190632,0.000185833,0.000184053,0.000189048,0.00020319,0.000206812,0.000195378,0.000262881,0.000285767,0.000308137,0.000375711,0.000378501,0.000370124,0.00040749,0.000406503,0.000333717,0.000291298,0.000369452,0.000347735,0.0003997,0.000375478,0.000368383,0.000314368,0.000301909,0.000319456,0.000374913,0.000278205,0.000309671,0.000363964,0.000372118,0.000350062,0.00025668,0.000306946,0.000235884,0.000367387,0.000413863,0.000452403,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018836,0.00188684,0.001895728,0.00194686,0.002052107,0.002122871,0.00210247,0.002159908,0.002254609,0.002248837,0.002217704,0.002216459,0.002224513,0.002208333,0.002222479,0.002173489,0.00223082,0.002255934,0.002313162,0.002237301,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,0.019004613,0.016803318,0.017183588,0.014821502,0.011408094,0.010874122,0.010367372,0.009706765,0.010291793,0.009315576,0.008807653,0.007885295,0.007347352,0.007310979,0.006677681,0.006932456,0.006858371,0.006951631,0.006846706,0.007557806,0.008160749,0.008038096,0.008286741,0.008453528,0.00894871,0.00988727,0.010215802,0.009914049,0.008842937,0.009079204,0.008745667,0.008048101,0.006952386,0.008330558,0.008751386,0.008621963,0.00762936,0.007412662,0.007136452,
Vietnam,,,,,,,,,,,,0.000309075,0.00029638,0.000307966,0.000319762,0.00033391,0.000339317,0.000347161,0.000346533,0.000342303,0.000339922,0.000346832,0.0003473,0.000344667,0.000329911,0.000333135,0.000336991,0.00033846,0.000346902,0.000353306,0.000368269,0.000391156,0.000411063,0.000428026,0.000436969,0.000466554,0.000502193,0.00053275,0.000570551,0.000585354,0.000610812,0.000628683,0.000660428,0.000668285,0.000792994,0.000838243,0.000862836,0.000865756,0.000830692,0.000881947,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,7.81282E-06,7.93057E-06,7.81123E-06,7.88795E-06,7.92268E-06,7.91295E-06,7.86498E-06,7.78626E-06,7.68679E-06,7.57415E-06,7.44921E-06,7.31347E-06,7.17322E-06,7.03474E-06,7.0478E-06,4.203E-05,9.53611E-05,0.000733957,0.000792654,0.000785386,0.000823034,0.000676975,0.00078995,0.001166382,0.001141157,0.001111754,0.001126825,0.001114252,0.001147364,0.001242997,0.001210047,0.001180444,0.001128212,0.00103041,0.000990272,0.000879991,0.000752701,0.000674914,0.000652495,
Zambia,,,,,,,,,,,,0.00062916,0.000688462,0.000681002,0.000710109,0.00070797,0.000713292,0.000724988,0.0007032,0.00069662,0.000697565,0.000696385,0.000705543,0.000679633,0.000676047,0.000675609,0.000671408,0.00064014,0.000645149,0.000613576,0.000625674,0.000632504,0.0006105,0.000619219,0.000604833,0.000599987,0.000583964,0.000582951,0.000582584,0.000581961,0.000580804,0.000580777,0.000581175,0.000581024,0.000575016,0.000577648,0.00057797,0.000572606,0.000568198,0.000569119,
Zimbabwe,,,,,,,,,,,,0.000947579,0.000901367,0.000915856,0.000913006,0.000868389,0.000899951,0.000853648,0.000822963,0.000815981,0.000794707,0.000750833,0.000740816,0.000726011,0.000714592,0.000726822,0.000741672,0.000802124,0.000789315,0.000786667,0.000816648,0.000835347,0.000820129,0.000766793,0.000737775,0.000717227,0.000694232,0.00066669,0.000672347,0.000703189,0.000688929,0.000684319,0.000685567,0.000681541,0.000683515,0.000704783,0.000692618,0.000691426,0.000685277,0.000683853,
